[E-756rr] bank 33490.458, 4479 matched. ruin-recreate K∈[100,400] 6000s seed7
[E-756rr] it14350: cur 33487.808 best 33490.458 (+0.000) T=0.092 acc13870 [242s]
[E-756rr] it14400: cur 33487.808 best 33490.458 (+0.000) T=0.090 acc13918 [243s]
[E-756rr] it14450: cur 33487.808 best 33490.458 (+0.000) T=0.088 acc13968 [244s]
[E-756rr] it14500: cur 33487.808 best 33490.458 (+0.000) T=0.086 acc14018 [245s]
[E-756rr] it14550: cur 33487.808 best 33490.458 (+0.000) T=0.084 acc14067 [245s]
[E-756rr] it14600: cur 33487.808 best 33490.458 (+0.000) T=0.081 acc14117 [246s]
[E-756rr] it14650: cur 33487.808 best 33490.458 (+0.000) T=0.079 acc14164 [247s]
[E-756rr] it14700: cur 33487.808 best 33490.458 (+0.000) T=0.077 acc14210 [248s]
[E-756rr] it14750: cur 33487.808 best 33490.458 (+0.000) T=0.076 acc14259 [249s]
[E-756rr] it14800: cur 33487.808 best 33490.458 (+0.000) T=0.074 acc14306 [249s]
[E-756rr] it14850: cur 33487.808 best 33490.458 (+0.000) T=0.072 acc14350 [250s]
[E-756rr] it14900: cur 33487.808 best 33490.458 (+0.000) T=0.070 acc14394 [251s]
[E-756rr] it14950: cur 33487.808 best 33490.458 (+0.000) T=0.068 acc14443 [252s]
[E-756rr] it15000: cur 33487.808 best 33490.458 (+0.000) T=0.067 acc14491 [253s]
[E-756rr] it15050: cur 33487.808 best 33490.458 (+0.000) T=0.065 acc14540 [254s]
[E-756rr] it15100: cur 33487.808 best 33490.458 (+0.000) T=0.063 acc14590 [254s]
[E-756rr] it15150: cur 33487.808 best 33490.458 (+0.000) T=0.062 acc14640 [255s]
[E-756rr] it15200: cur 33487.808 best 33490.458 (+0.000) T=0.060 acc14689 [256s]
[E-756rr] it15250: cur 33487.808 best 33490.458 (+0.000) T=0.059 acc14736 [257s]
[E-756rr] it15300: cur 33487.994 best 33490.458 (+0.000) T=0.057 acc14783 [258s]
[E-756rr] it15350: cur 33487.994 best 33490.458 (+0.000) T=0.056 acc14832 [258s]
[E-756rr] it15400: cur 33487.994 best 33490.458 (+0.000) T=0.055 acc14882 [259s]
[E-756rr] it15450: cur 33487.994 best 33490.458 (+0.000) T=0.053 acc14930 [260s]
[E-756rr] it15500: cur 33487.994 best 33490.458 (+0.000) T=0.052 acc14978 [261s]
[E-756rr] it15550: cur 33487.994 best 33490.458 (+0.000) T=0.051 acc15028 [262s]
[E-756rr] it15600: cur 33487.994 best 33490.458 (+0.000) T=0.049 acc15077 [263s]
[E-756rr] it15650: cur 33489.201 best 33490.458 (+0.000) T=1.951 acc15127 [263s]
[E-756rr] it15700: cur 33487.509 best 33490.458 (+0.000) T=1.902 acc15177 [264s]
[E-756rr] it15750: cur 33488.391 best 33490.458 (+0.000) T=1.855 acc15227 [265s]
[E-756rr] it15800: cur 33487.309 best 33490.458 (+0.000) T=1.810 acc15276 [266s]
[E-756rr] it15850: cur 33487.538 best 33490.458 (+0.000) T=1.765 acc15325 [267s]
[E-756rr] it15900: cur 33487.309 best 33490.458 (+0.000) T=1.721 acc15374 [267s]
[E-756rr] it15950: cur 33487.309 best 33490.458 (+0.000) T=1.679 acc15423 [268s]
[E-756rr] it16000: cur 33486.912 best 33490.458 (+0.000) T=1.637 acc15473 [269s]
[E-756rr] it16050: cur 33486.912 best 33490.458 (+0.000) T=1.597 acc15522 [270s]
[E-756rr] it16100: cur 33487.141 best 33490.458 (+0.000) T=1.558 acc15571 [271s]
[E-756rr] it16150: cur 33487.141 best 33490.458 (+0.000) T=1.519 acc15621 [272s]
[E-756rr] it16200: cur 33487.141 best 33490.458 (+0.000) T=1.482 acc15670 [273s]
[E-756rr] it16250: cur 33487.994 best 33490.458 (+0.000) T=1.445 acc15720 [273s]
[E-756rr] it16300: cur 33487.994 best 33490.458 (+0.000) T=1.409 acc15768 [274s]
[E-756rr] it16350: cur 33487.994 best 33490.458 (+0.000) T=1.374 acc15818 [275s]
[E-756rr] it16400: cur 33487.994 best 33490.458 (+0.000) T=1.341 acc15865 [276s]
[E-756rr] it16450: cur 33487.765 best 33490.458 (+0.000) T=1.307 acc15913 [276s]
[E-756rr] it16500: cur 33487.765 best 33490.458 (+0.000) T=1.275 acc15963 [277s]
[E-756rr] it16550: cur 33486.912 best 33490.458 (+0.000) T=1.244 acc16012 [278s]
[E-756rr] it16600: cur 33487.141 best 33490.458 (+0.000) T=1.213 acc16061 [279s]
[E-756rr] it16650: cur 33487.141 best 33490.458 (+0.000) T=1.183 acc16110 [280s]
[E-756rr] it16700: cur 33486.259 best 33490.458 (+0.000) T=1.154 acc16159 [281s]
[E-756rr] it16750: cur 33487.141 best 33490.458 (+0.000) T=1.125 acc16206 [281s]
[E-756rr] it16800: cur 33487.141 best 33490.458 (+0.000) T=1.097 acc16256 [282s]
[E-756rr] it16850: cur 33487.141 best 33490.458 (+0.000) T=1.070 acc16302 [283s]
[E-756rr] it16900: cur 33487.141 best 33490.458 (+0.000) T=1.044 acc16352 [284s]
[E-756rr] it16950: cur 33487.141 best 33490.458 (+0.000) T=1.018 acc16401 [285s]
[E-756rr] it17000: cur 33487.141 best 33490.458 (+0.000) T=0.993 acc16451 [285s]
[E-756rr] it17050: cur 33487.141 best 33490.458 (+0.000) T=0.968 acc16501 [286s]
[E-756rr] it17100: cur 33487.141 best 33490.458 (+0.000) T=0.945 acc16551 [287s]
[E-756rr] it17150: cur 33486.726 best 33490.458 (+0.000) T=0.921 acc16601 [288s]
[E-756rr] it17200: cur 33486.726 best 33490.458 (+0.000) T=0.898 acc16651 [289s]
[E-756rr] it17250: cur 33486.955 best 33490.458 (+0.000) T=0.876 acc16701 [289s]
[E-756rr] it17300: cur 33486.955 best 33490.458 (+0.000) T=0.855 acc16751 [290s]
[E-756rr] it17350: cur 33486.955 best 33490.458 (+0.000) T=0.834 acc16799 [291s]
[E-756rr] it17400: cur 33486.955 best 33490.458 (+0.000) T=0.813 acc16849 [292s]
[E-756rr] it17450: cur 33486.955 best 33490.458 (+0.000) T=0.793 acc16896 [292s]
[E-756rr] it17500: cur 33487.095 best 33490.458 (+0.000) T=0.773 acc16946 [293s]
[E-756rr] it17550: cur 33487.095 best 33490.458 (+0.000) T=0.754 acc16996 [294s]
[E-756rr] it17600: cur 33486.955 best 33490.458 (+0.000) T=0.736 acc17046 [295s]
[E-756rr] it17650: cur 33486.955 best 33490.458 (+0.000) T=0.717 acc17095 [296s]
[E-756rr] it17700: cur 33486.955 best 33490.458 (+0.000) T=0.700 acc17144 [296s]
[E-756rr] it17750: cur 33486.955 best 33490.458 (+0.000) T=0.682 acc17193 [297s]
[E-756rr] it17800: cur 33487.095 best 33490.458 (+0.000) T=0.666 acc17239 [298s]
[E-756rr] it17850: cur 33486.384 best 33490.458 (+0.000) T=0.649 acc17287 [299s]
[E-756rr] it17900: cur 33486.570 best 33490.458 (+0.000) T=0.633 acc17336 [299s]
[E-756rr] it17950: cur 33486.341 best 33490.458 (+0.000) T=0.617 acc17384 [300s]
[E-756rr] it18000: cur 33486.341 best 33490.458 (+0.000) T=0.602 acc17434 [301s]
[E-756rr] it18050: cur 33486.341 best 33490.458 (+0.000) T=0.587 acc17484 [302s]
[E-756rr] it18100: cur 33486.341 best 33490.458 (+0.000) T=0.573 acc17533 [303s]
[E-756rr] it18150: cur 33486.570 best 33490.458 (+0.000) T=0.559 acc17582 [303s]
[E-756rr] it18200: cur 33486.570 best 33490.458 (+0.000) T=0.545 acc17632 [304s]
[E-756rr] it18250: cur 33486.570 best 33490.458 (+0.000) T=0.531 acc17680 [305s]
[E-756rr] it18300: cur 33486.341 best 33490.458 (+0.000) T=0.518 acc17729 [306s]
[E-756rr] it18350: cur 33486.570 best 33490.458 (+0.000) T=0.506 acc17779 [306s]
[E-756rr] it18400: cur 33485.688 best 33490.458 (+0.000) T=0.493 acc17828 [307s]
[E-756rr] it18450: cur 33486.570 best 33490.458 (+0.000) T=0.481 acc17876 [308s]
[E-756rr] it18500: cur 33486.486 best 33490.458 (+0.000) T=0.469 acc17925 [309s]
[E-756rr] it18550: cur 33486.486 best 33490.458 (+0.000) T=0.457 acc17973 [309s]
[E-756rr] it18600: cur 33486.486 best 33490.458 (+0.000) T=0.446 acc18022 [310s]
[E-756rr] it18650: cur 33486.486 best 33490.458 (+0.000) T=0.435 acc18070 [311s]
[E-756rr] it18700: cur 33486.486 best 33490.458 (+0.000) T=0.424 acc18119 [312s]
[E-756rr] it18750: cur 33486.486 best 33490.458 (+0.000) T=0.414 acc18166 [312s]
[E-756rr] it18800: cur 33486.486 best 33490.458 (+0.000) T=0.404 acc18213 [313s]
[E-756rr] it18850: cur 33486.486 best 33490.458 (+0.000) T=0.394 acc18262 [314s]
[E-756rr] it18900: cur 33486.486 best 33490.458 (+0.000) T=0.384 acc18310 [315s]
[E-756rr] it18950: cur 33485.916 best 33490.458 (+0.000) T=0.374 acc18358 [316s]
[E-756rr] it19000: cur 33485.916 best 33490.458 (+0.000) T=0.365 acc18406 [316s]
[E-756rr] it19050: cur 33485.916 best 33490.458 (+0.000) T=0.356 acc18454 [317s]
[E-756rr] it19100: cur 33485.687 best 33490.458 (+0.000) T=0.347 acc18501 [318s]
[E-756rr] it19150: cur 33485.687 best 33490.458 (+0.000) T=0.339 acc18550 [319s]
[E-756rr] it19200: cur 33485.687 best 33490.458 (+0.000) T=0.330 acc18599 [319s]
[E-756rr] it19250: cur 33485.916 best 33490.458 (+0.000) T=0.322 acc18647 [320s]
[E-756rr] it19300: cur 33485.916 best 33490.458 (+0.000) T=0.314 acc18697 [321s]
[E-756rr] it19350: cur 33485.916 best 33490.458 (+0.000) T=0.307 acc18747 [322s]
[E-756rr] it19400: cur 33485.827 best 33490.458 (+0.000) T=0.299 acc18797 [322s]
[E-756rr] it19450: cur 33486.769 best 33490.458 (+0.000) T=0.292 acc18845 [323s]
[E-756rr] it19500: cur 33486.769 best 33490.458 (+0.000) T=0.284 acc18891 [324s]
[E-756rr] it19550: cur 33486.769 best 33490.458 (+0.000) T=0.277 acc18938 [325s]
[E-756rr] it19600: cur 33486.769 best 33490.458 (+0.000) T=0.271 acc18987 [326s]
[E-756rr] it19650: cur 33486.769 best 33490.458 (+0.000) T=0.264 acc19035 [326s]
[E-756rr] it19700: cur 33486.769 best 33490.458 (+0.000) T=0.257 acc19083 [327s]
[E-756rr] it19750: cur 33487.340 best 33490.458 (+0.000) T=0.251 acc19130 [328s]
[E-756rr] it19800: cur 33487.340 best 33490.458 (+0.000) T=0.245 acc19179 [328s]
[E-756rr] it19850: cur 33487.340 best 33490.458 (+0.000) T=0.239 acc19227 [329s]
[E-756rr] it19900: cur 33487.340 best 33490.458 (+0.000) T=0.233 acc19274 [330s]
[E-756rr] it19950: cur 33487.111 best 33490.458 (+0.000) T=0.227 acc19323 [331s]
[E-756rr] it20000: cur 33487.111 best 33490.458 (+0.000) T=0.221 acc19371 [332s]
[E-756rr] it20050: cur 33487.340 best 33490.458 (+0.000) T=0.216 acc19418 [332s]
[E-756rr] it20100: cur 33487.340 best 33490.458 (+0.000) T=0.211 acc19464 [333s]
[E-756rr] it20150: cur 33487.340 best 33490.458 (+0.000) T=0.205 acc19511 [334s]
[E-756rr] it20200: cur 33487.480 best 33490.458 (+0.000) T=0.200 acc19559 [335s]
[E-756rr] it20250: cur 33487.480 best 33490.458 (+0.000) T=0.195 acc19609 [335s]
[E-756rr] it20300: cur 33487.340 best 33490.458 (+0.000) T=0.191 acc19658 [336s]
[E-756rr] it20350: cur 33487.340 best 33490.458 (+0.000) T=0.186 acc19702 [337s]
[E-756rr] it20400: cur 33487.340 best 33490.458 (+0.000) T=0.181 acc19750 [338s]
[E-756rr] it20450: cur 33487.340 best 33490.458 (+0.000) T=0.177 acc19799 [338s]
[E-756rr] it20500: cur 33487.340 best 33490.458 (+0.000) T=0.172 acc19848 [339s]
[E-756rr] it20550: cur 33487.340 best 33490.458 (+0.000) T=0.168 acc19895 [340s]
[E-756rr] it20600: cur 33487.340 best 33490.458 (+0.000) T=0.164 acc19942 [341s]
[E-756rr] it20650: cur 33487.480 best 33490.458 (+0.000) T=0.160 acc19991 [341s]
[E-756rr] it20700: cur 33487.480 best 33490.458 (+0.000) T=0.156 acc20040 [342s]
[E-756rr] it20750: cur 33487.480 best 33490.458 (+0.000) T=0.152 acc20088 [343s]
[E-756rr] it20800: cur 33487.340 best 33490.458 (+0.000) T=0.148 acc20136 [344s]
[E-756rr] it20850: cur 33487.340 best 33490.458 (+0.000) T=0.145 acc20184 [345s]
[E-756rr] it20900: cur 33487.340 best 33490.458 (+0.000) T=0.141 acc20232 [345s]
[E-756rr] it20950: cur 33487.340 best 33490.458 (+0.000) T=0.138 acc20280 [346s]
[E-756rr] it21000: cur 33487.340 best 33490.458 (+0.000) T=0.134 acc20328 [347s]
[E-756rr] it21050: cur 33487.340 best 33490.458 (+0.000) T=0.131 acc20375 [348s]
[E-756rr] it21100: cur 33487.340 best 33490.458 (+0.000) T=0.128 acc20424 [348s]
[E-756rr] it21150: cur 33487.340 best 33490.458 (+0.000) T=0.125 acc20472 [349s]
[E-756rr] it21200: cur 33487.340 best 33490.458 (+0.000) T=0.122 acc20521 [350s]
[E-756rr] it21250: cur 33487.340 best 33490.458 (+0.000) T=0.119 acc20568 [351s]
[E-756rr] it21300: cur 33487.340 best 33490.458 (+0.000) T=0.116 acc20617 [351s]
[E-756rr] it21350: cur 33487.340 best 33490.458 (+0.000) T=0.113 acc20667 [352s]
[E-756rr] it21400: cur 33487.340 best 33490.458 (+0.000) T=0.110 acc20713 [353s]
[E-756rr] it21450: cur 33487.340 best 33490.458 (+0.000) T=0.107 acc20762 [354s]
[E-756rr] it21500: cur 33487.111 best 33490.458 (+0.000) T=0.105 acc20810 [355s]
[E-756rr] it21550: cur 33487.111 best 33490.458 (+0.000) T=0.102 acc20860 [355s]
[E-756rr] it21600: cur 33487.111 best 33490.458 (+0.000) T=0.099 acc20906 [356s]
[E-756rr] it21650: cur 33487.111 best 33490.458 (+0.000) T=0.097 acc20953 [357s]
[E-756rr] it21700: cur 33487.111 best 33490.458 (+0.000) T=0.095 acc21002 [358s]
[E-756rr] it21750: cur 33487.111 best 33490.458 (+0.000) T=0.092 acc21049 [359s]
[E-756rr] it21800: cur 33487.340 best 33490.458 (+0.000) T=0.090 acc21098 [359s]
[E-756rr] it21850: cur 33487.340 best 33490.458 (+0.000) T=0.088 acc21146 [360s]
[E-756rr] it21900: cur 33487.340 best 33490.458 (+0.000) T=0.086 acc21193 [361s]
[E-756rr] it21950: cur 33487.340 best 33490.458 (+0.000) T=0.084 acc21240 [362s]
[E-756rr] it22000: cur 33487.340 best 33490.458 (+0.000) T=0.081 acc21286 [362s]
[E-756rr] it22050: cur 33487.340 best 33490.458 (+0.000) T=0.079 acc21335 [363s]
[E-756rr] it22100: cur 33487.340 best 33490.458 (+0.000) T=0.077 acc21379 [364s]
[E-756rr] it22150: cur 33487.340 best 33490.458 (+0.000) T=0.076 acc21428 [365s]
[E-756rr] it22200: cur 33487.340 best 33490.458 (+0.000) T=0.074 acc21473 [365s]
[E-756rr] it22250: cur 33487.340 best 33490.458 (+0.000) T=0.072 acc21523 [366s]
[E-756rr] it22300: cur 33487.340 best 33490.458 (+0.000) T=0.070 acc21571 [367s]
[E-756rr] it22350: cur 33487.340 best 33490.458 (+0.000) T=0.068 acc21616 [368s]
[E-756rr] it22400: cur 33487.111 best 33490.458 (+0.000) T=0.067 acc21665 [369s]
[E-756rr] it22450: cur 33487.111 best 33490.458 (+0.000) T=0.065 acc21715 [369s]
[E-756rr] it22500: cur 33487.111 best 33490.458 (+0.000) T=0.063 acc21764 [370s]
[E-756rr] it22550: cur 33487.340 best 33490.458 (+0.000) T=0.062 acc21812 [371s]
[E-756rr] it22600: cur 33487.340 best 33490.458 (+0.000) T=0.060 acc21858 [372s]
[E-756rr] it22650: cur 33487.340 best 33490.458 (+0.000) T=0.059 acc21906 [373s]
[E-756rr] it22700: cur 33487.340 best 33490.458 (+0.000) T=0.057 acc21955 [373s]
[E-756rr] it22750: cur 33487.480 best 33490.458 (+0.000) T=0.056 acc22004 [374s]
[E-756rr] it22800: cur 33487.480 best 33490.458 (+0.000) T=0.055 acc22051 [375s]
[E-756rr] it22850: cur 33487.480 best 33490.458 (+0.000) T=0.053 acc22099 [376s]
[E-756rr] it22900: cur 33487.480 best 33490.458 (+0.000) T=0.052 acc22147 [376s]
[E-756rr] it22950: cur 33487.480 best 33490.458 (+0.000) T=0.051 acc22196 [377s]
[E-756rr] it23000: cur 33487.480 best 33490.458 (+0.000) T=0.049 acc22243 [378s]
[E-756rr] it23050: cur 33489.920 best 33490.458 (+0.000) T=1.951 acc22293 [379s]
[E-756rr] it23100: cur 33488.535 best 33490.458 (+0.000) T=1.902 acc22343 [379s]
[E-756rr] it23150: cur 33488.764 best 33490.458 (+0.000) T=1.855 acc22393 [380s]
[E-756rr] it23200: cur 33488.535 best 33490.458 (+0.000) T=1.810 acc22443 [381s]
[E-756rr] it23250: cur 33488.193 best 33490.458 (+0.000) T=1.765 acc22493 [382s]
[E-756rr] it23300: cur 33488.193 best 33490.458 (+0.000) T=1.721 acc22543 [383s]
[E-756rr] it23350: cur 33487.954 best 33490.458 (+0.000) T=1.679 acc22593 [383s]
[E-756rr] it23400: cur 33487.954 best 33490.458 (+0.000) T=1.637 acc22642 [384s]
[E-756rr] it23450: cur 33487.954 best 33490.458 (+0.000) T=1.597 acc22691 [385s]
[E-756rr] it23500: cur 33487.328 best 33490.458 (+0.000) T=1.558 acc22739 [386s]
[E-756rr] it23550: cur 33487.378 best 33490.458 (+0.000) T=1.519 acc22789 [386s]
[E-756rr] it23600: cur 33488.260 best 33490.458 (+0.000) T=1.482 acc22839 [387s]
[E-756rr] it23650: cur 33488.260 best 33490.458 (+0.000) T=1.445 acc22886 [388s]
[E-756rr] it23700: cur 33488.260 best 33490.458 (+0.000) T=1.409 acc22933 [389s]
[E-756rr] it23750: cur 33488.260 best 33490.458 (+0.000) T=1.374 acc22979 [389s]
[E-756rr] it23800: cur 33488.031 best 33490.458 (+0.000) T=1.341 acc23028 [390s]
[E-756rr] it23850: cur 33488.031 best 33490.458 (+0.000) T=1.307 acc23078 [391s]
[E-756rr] it23900: cur 33488.031 best 33490.458 (+0.000) T=1.275 acc23127 [392s]
[E-756rr] it23950: cur 33488.260 best 33490.458 (+0.000) T=1.244 acc23177 [392s]
[E-756rr] it24000: cur 33487.765 best 33490.458 (+0.000) T=1.213 acc23227 [393s]
[E-756rr] it24050: cur 33486.912 best 33490.458 (+0.000) T=1.183 acc23275 [394s]
[E-756rr] it24100: cur 33487.141 best 33490.458 (+0.000) T=1.154 acc23324 [395s]
[E-756rr] it24150: cur 33486.912 best 33490.458 (+0.000) T=1.125 acc23372 [396s]
[E-756rr] it24200: cur 33487.141 best 33490.458 (+0.000) T=1.097 acc23419 [396s]
[E-756rr] it24250: cur 33487.141 best 33490.458 (+0.000) T=1.070 acc23468 [397s]
[E-756rr] it24300: cur 33487.141 best 33490.458 (+0.000) T=1.044 acc23517 [398s]
[E-756rr] it24350: cur 33486.912 best 33490.458 (+0.000) T=1.018 acc23566 [399s]
[E-756rr] it24400: cur 33486.912 best 33490.458 (+0.000) T=0.993 acc23615 [400s]
[E-756rr] it24450: cur 33486.912 best 33490.458 (+0.000) T=0.968 acc23665 [400s]
[E-756rr] it24500: cur 33487.141 best 33490.458 (+0.000) T=0.945 acc23713 [401s]
[E-756rr] it24550: cur 33487.141 best 33490.458 (+0.000) T=0.921 acc23760 [402s]
[E-756rr] it24600: cur 33486.912 best 33490.458 (+0.000) T=0.898 acc23809 [403s]
[E-756rr] it24650: cur 33487.141 best 33490.458 (+0.000) T=0.876 acc23859 [404s]
[E-756rr] it24700: cur 33486.912 best 33490.458 (+0.000) T=0.855 acc23909 [405s]
[E-756rr] it24750: cur 33486.912 best 33490.458 (+0.000) T=0.834 acc23958 [405s]
[E-756rr] it24800: cur 33486.912 best 33490.458 (+0.000) T=0.813 acc24008 [406s]
[E-756rr] it24850: cur 33486.912 best 33490.458 (+0.000) T=0.793 acc24057 [407s]
[E-756rr] it24900: cur 33486.912 best 33490.458 (+0.000) T=0.773 acc24106 [408s]
[E-756rr] it24950: cur 33486.912 best 33490.458 (+0.000) T=0.754 acc24154 [408s]
[E-756rr] it25000: cur 33487.141 best 33490.458 (+0.000) T=0.736 acc24202 [409s]
[E-756rr] it25050: cur 33486.912 best 33490.458 (+0.000) T=0.717 acc24252 [410s]
[E-756rr] it25100: cur 33486.912 best 33490.458 (+0.000) T=0.700 acc24300 [411s]
[E-756rr] it25150: cur 33486.912 best 33490.458 (+0.000) T=0.682 acc24348 [411s]
[E-756rr] it25200: cur 33486.912 best 33490.458 (+0.000) T=0.666 acc24395 [412s]
[E-756rr] it25250: cur 33487.141 best 33490.458 (+0.000) T=0.649 acc24441 [413s]
[E-756rr] it25300: cur 33487.141 best 33490.458 (+0.000) T=0.633 acc24490 [414s]
[E-756rr] it25350: cur 33487.994 best 33490.458 (+0.000) T=0.617 acc24538 [414s]
[E-756rr] it25400: cur 33487.994 best 33490.458 (+0.000) T=0.602 acc24586 [415s]
[E-756rr] it25450: cur 33487.994 best 33490.458 (+0.000) T=0.587 acc24635 [416s]
[E-756rr] it25500: cur 33487.765 best 33490.458 (+0.000) T=0.573 acc24684 [417s]
[E-756rr] it25550: cur 33487.994 best 33490.458 (+0.000) T=0.559 acc24732 [418s]
[E-756rr] it25600: cur 33487.948 best 33490.458 (+0.000) T=0.545 acc24782 [418s]
[E-756rr] it25650: cur 33487.808 best 33490.458 (+0.000) T=0.531 acc24829 [419s]
[E-756rr] it25700: cur 33487.808 best 33490.458 (+0.000) T=0.518 acc24877 [420s]
[E-756rr] it25750: cur 33487.808 best 33490.458 (+0.000) T=0.506 acc24925 [421s]
[E-756rr] it25800: cur 33487.808 best 33490.458 (+0.000) T=0.493 acc24972 [421s]
[E-756rr] it25850: cur 33487.808 best 33490.458 (+0.000) T=0.481 acc25022 [422s]
[E-756rr] it25900: cur 33487.579 best 33490.458 (+0.000) T=0.469 acc25071 [423s]
[E-756rr] it25950: cur 33487.579 best 33490.458 (+0.000) T=0.457 acc25121 [424s]
[E-756rr] it26000: cur 33487.579 best 33490.458 (+0.000) T=0.446 acc25168 [424s]
[E-756rr] it26050: cur 33487.808 best 33490.458 (+0.000) T=0.435 acc25216 [425s]
[E-756rr] it26100: cur 33487.579 best 33490.458 (+0.000) T=0.424 acc25265 [426s]
[E-756rr] it26150: cur 33487.808 best 33490.458 (+0.000) T=0.414 acc25313 [427s]
[E-756rr] it26200: cur 33487.808 best 33490.458 (+0.000) T=0.404 acc25362 [428s]
[E-756rr] it26250: cur 33487.808 best 33490.458 (+0.000) T=0.394 acc25409 [428s]
[E-756rr] it26300: cur 33487.808 best 33490.458 (+0.000) T=0.384 acc25454 [429s]
[E-756rr] it26350: cur 33487.808 best 33490.458 (+0.000) T=0.374 acc25501 [430s]
[E-756rr] it26400: cur 33487.808 best 33490.458 (+0.000) T=0.365 acc25548 [431s]
[E-756rr] it26450: cur 33487.808 best 33490.458 (+0.000) T=0.356 acc25597 [431s]
[E-756rr] it26500: cur 33487.808 best 33490.458 (+0.000) T=0.347 acc25647 [432s]
[E-756rr] it26550: cur 33487.808 best 33490.458 (+0.000) T=0.339 acc25695 [433s]
[E-756rr] it26600: cur 33487.579 best 33490.458 (+0.000) T=0.330 acc25743 [434s]
[E-756rr] it26650: cur 33487.579 best 33490.458 (+0.000) T=0.322 acc25793 [435s]
[E-756rr] it26700: cur 33487.579 best 33490.458 (+0.000) T=0.314 acc25842 [435s]
[E-756rr] it26750: cur 33487.579 best 33490.458 (+0.000) T=0.307 acc25891 [436s]
[E-756rr] it26800: cur 33487.579 best 33490.458 (+0.000) T=0.299 acc25941 [437s]
[E-756rr] it26850: cur 33487.579 best 33490.458 (+0.000) T=0.292 acc25989 [438s]
[E-756rr] it26900: cur 33487.808 best 33490.458 (+0.000) T=0.284 acc26038 [438s]
[E-756rr] it26950: cur 33487.808 best 33490.458 (+0.000) T=0.277 acc26085 [439s]
[E-756rr] it27000: cur 33487.808 best 33490.458 (+0.000) T=0.271 acc26135 [440s]
[E-756rr] it27050: cur 33487.808 best 33490.458 (+0.000) T=0.264 acc26183 [441s]
[E-756rr] it27100: cur 33487.808 best 33490.458 (+0.000) T=0.257 acc26232 [441s]
[E-756rr] it27150: cur 33487.808 best 33490.458 (+0.000) T=0.251 acc26279 [442s]
[E-756rr] it27200: cur 33487.808 best 33490.458 (+0.000) T=0.245 acc26329 [443s]
[E-756rr] it27250: cur 33487.808 best 33490.458 (+0.000) T=0.239 acc26376 [444s]
[E-756rr] it27300: cur 33487.808 best 33490.458 (+0.000) T=0.233 acc26422 [444s]
[E-756rr] it27350: cur 33487.579 best 33490.458 (+0.000) T=0.227 acc26470 [445s]
[E-756rr] it27400: cur 33487.579 best 33490.458 (+0.000) T=0.221 acc26519 [446s]
[E-756rr] it27450: cur 33487.579 best 33490.458 (+0.000) T=0.216 acc26567 [447s]
[E-756rr] it27500: cur 33487.579 best 33490.458 (+0.000) T=0.211 acc26617 [447s]
[E-756rr] it27550: cur 33487.808 best 33490.458 (+0.000) T=0.205 acc26663 [448s]
[E-756rr] it27600: cur 33487.719 best 33490.458 (+0.000) T=0.200 acc26711 [449s]
[E-756rr] it27650: cur 33487.808 best 33490.458 (+0.000) T=0.195 acc26760 [450s]
[E-756rr] it27700: cur 33487.808 best 33490.458 (+0.000) T=0.191 acc26807 [450s]
[E-756rr] it27750: cur 33487.808 best 33490.458 (+0.000) T=0.186 acc26856 [451s]
[E-756rr] it27800: cur 33487.808 best 33490.458 (+0.000) T=0.181 acc26904 [452s]
[E-756rr] it27850: cur 33487.808 best 33490.458 (+0.000) T=0.177 acc26952 [453s]
[E-756rr] it27900: cur 33487.808 best 33490.458 (+0.000) T=0.172 acc26998 [454s]
[E-756rr] it27950: cur 33487.808 best 33490.458 (+0.000) T=0.168 acc27047 [454s]
[E-756rr] it28000: cur 33487.808 best 33490.458 (+0.000) T=0.164 acc27093 [455s]
[E-756rr] it28050: cur 33487.808 best 33490.458 (+0.000) T=0.160 acc27142 [456s]
[E-756rr] it28100: cur 33487.808 best 33490.458 (+0.000) T=0.156 acc27189 [457s]
