E-508: bank_mk=142.9183, target=R1=101.65
Bank perm fast walk: mk=162.2333333492279 ok=True
  [s=5 DONE it=1196668 t=1500s] best=151.75 walks=1178181 feas=39136 acc=14393 top_perms=50
  [s=6 DONE it=1189560 t=1500s] best=151.75 walks=1171072 feas=38867 acc=16609 top_perms=50
  [s=7 DONE it=1163303 t=1500s] best=151.75 walks=1145558 feas=38648 acc=13946 top_perms=50
  seed=1: NEW fast-walker BEST 151.7500d

E-508 done in 1500s. fast-walker best: 151.7500d
Top 100 unique perms (fast-walker mk): min=151.75 max=152.99

--- Full-Lambert validation of top 100 perms ---
  [  0] fmk=151.75d → lambert=155.4500d
  [  1] fmk=151.75d → lambert=152.3176d
  [  9] fmk=151.75d → lambert=151.6156d
  [ 13] fmk=151.75d → lambert=148.8078d
  [ 27] fmk=151.75d → lambert=147.8050d
  [ 28] fmk=151.75d → lambert=143.2925d
  [ 30] fmk=151.75d → lambert=142.8913d UNDER BANK
Backed up bank to /home/julian/Projects/esa_spoc_26_3/solutions/upload/small.json.bak.20260530
>>> BANKED: mk=142.8913d (0.0270d under prev bank)
[
  151.75,
  [
    34,
    23,
    18,
    46,
    12,
    10,
    2,
    41,
    25,
    22,
    13,
    20,
    40,
    44,
    5,
    47,
    36,
    31,
    37,
    9,
    48,
    45,
    15,
    28,
    1,
    11,
    17,
    4,
    29,
    30,
    19,
    43,
    0,
    39,
    8,
    38,
    24,
    6,
    35,
    26,
    21,
    7,
    3,
    33,
    42,
    14,
    16,
    27,
    32
  ]
]
